iter	Passed	Remaining
404	8082	11874
405	8102	11853
406	8124	11836
407	8144	11817
408	8163	11796
409	8183	11776
410	8204	11757
411	8224	11737
412	8244	11717
413	8264	11698
414	8285	11679
415	8305	11660
416	8326	11641
417	8346	11621
418	8366	11601
419	8386	11580
420	8406	11561
421	8429	11545
422	8448	11524
423	8468	11504
424	8488	11484
425	8508	11463
426	8527	11443
427	8548	11424
428	8567	11403
429	8586	11382
430	8607	11363
431	8627	11343
432	8646	11322
433	8665	11301
434	8686	11282
435	8702	11257
436	8722	11237
437	8742	11217
438	8763	11198
439	8783	11178
440	8803	11159
441	8822	11138
442	8842	11117
443	8862	11098
444	8882	11078
445	8901	11057
446	8922	11038
447	8943	11020
448	8963	10999
449	8983	10979
450	9003	10959
451	9022	10939
452	9042	10919
453	9062	10899
454	9081	10878
455	9102	10859
456	9123	10840
457	9143	10821
458	9163	10800
459	9184	10781
460	9202	10759
461	9222	10739
462	9244	10721
463	9263	10701
464	9283	10680
465	9302	10660
466	9322	10640
467	9342	10620
468	9361	10599
469	9380	10577
470	9399	10557
471	9419	10537
472	9439	10517
473	9459	10497
474	9479	10477
475	9501	10459
476	9521	10439
477	9541	10419
478	9561	10399
479	9580	10378
480	9601	10359
481	9621	10340
482	9641	10320
483	9663	10302
484	9683	10282
485	9702	10261
486	9722	10241
487	9741	10220
488	9761	10200
489	9780	10179
490	9800	10159
491	9820	10139
492	9840	10119
493	9859	10099
494	9879	10079
495	9899	10059
496	9919	10039
497	9937	10017
498	9957	9996
499	9977	9977
500	9996	9956
501	10016	9936
502	10036	9916
503	10056	9897
504	10075	9876
505	10095	9856
506	10117	9838
507	10138	9819
508	10157	9798
509	10178	9779
510	10199	9760
511	10218	9739
512	10239	9720
513	10258	9700
514	10279	9680
515	10298	9659
516	10318	9639
517	10337	9619
518	10357	9599
519	10377	9579
520	10398	9560
521	10418	9540
522	10438	9520
523	10457	9499
524	10477	9479
525	10497	9459
526	10517	9439
527	10537	9419
528	10557	9400
529	10576	9379
530	10597	9360
531	10618	9341
532	10637	9320
533	10657	9300
534	10678	9281
535	10698	9260
536	10717	9240
537	10737	9220
538	10756	9199
539	10776	9179
540	10795	9158
541	10814	9138
542	10833	9117
543	10852	9097
544	10872	9076
545	10891	9056
546	10911	9036
547	10932	9017
548	10951	8996
549	10970	8975
550	10990	8955
551	11010	8935
552	11030	8915
553	11049	8895
554	11068	8874
555	11088	8854
556	11110	8836
557	11130	8816
558	11149	8796
559	11169	8776
560	11189	8755
561	11209	8736
562	11230	8716
563	11250	8697
564	11269	8676
565	11289	8656
566	11309	8636
567	11329	8616
568	11348	8596
569	11368	8576
570	11386	8554
571	11406	8534
572	11426	8515
573	11446	8495
574	11466	8475
575	11486	8455
576	11505	8435
577	11525	8414
578	11545	8394
579	11564	8374
580	11584	8354
581	11607	8336
582	11627	8316
583	11646	8296
584	11666	8276
585	11686	8256
586	11706	8236
587	11726	8216
588	11746	8196
589	11765	8176
590	11785	8155
591	11804	8135
592	11824	8115
593	11843	8095
594	11862	8074
595	11881	8053
596	11900	8033
597	11920	8013
598	11941	7994
599	11959	7973
600	11979	7952
601	11998	7932
602	12017	7911
603	12036	7891
604	12057	7872
605	12077	7852
606	12099	7833
607	12119	7813
608	12138	7793
609	12160	7774
610	12181	7755
611	12202	7736
612	12222	7716
613	12241	7695
614	12262	7676
615	12282	7656
616	12302	7636
617	12322	7616
618	12342	7597
619	12362	7577
620	12382	7557
621	12401	7536
622	12420	7516
623	12440	7496
624	12460	7476
625	12480	7456
626	12501	7437
627	12522	7417
628	12542	7397
629	12561	7377
630	12581	7357
631	12602	7338
632	12622	7318
633	12642	7298
634	12661	7277
635	12682	7258
636	12702	7238
637	12722	7218
638	12742	7198
639	12762	7178
640	12785	7160
641	12805	7140
642	12824	7120
643	12844	7100
644	12862	7079
645	12882	7059
646	12902	7039
647	12921	7019
648	12941	6999
649	12960	6978
650	12979	6958
651	12999	6938
652	13020	6918
653	13040	6899
654	13059	6878
655	13078	6858
656	13099	6838
657	13120	6819
658	13141	6800
659	13161	6780
660	13181	6760
661	13204	6741
662	13223	6721
663	13243	6701
664	13262	6681
665	13282	6661
666	13304	6642
667	13324	6622
668	13343	6601
669	13362	6581
670	13382	6561
671	13401	6541
672	13421	6521
673	13442	6501
674	13462	6481
675	13482	6461
676	13501	6441
677	13522	6422
678	13542	6402
679	13561	6381
680	13582	6362
681	13602	6342
682	13623	6323
683	13643	6303
684	13663	6283
685	13686	6264
686	13710	6246
687	13730	6226
688	13751	6206
689	13771	6187
690	13791	6167
691	13811	6147
692	13831	6127
693	13851	6107
694	13871	6087
695	13891	6067
696	13911	6047
697	13931	6027
698	13951	6007
699	13971	5987
700	13991	5967
701	14010	5947
702	14029	5927
703	14048	5906
704	14068	5886
705	14090	5867
706	14109	5847
707	14131	5828
708	14150	5808
709	14170	5788
710	14191	5768
711	14211	5748
712	14233	5729
713	14254	5709
714	14275	5690
715	14295	5670
716	14315	5650
717	14334	5630
718	14354	5610
719	14374	5589
720	14393	5569
721	14410	5548
722	14429	5528
723	14448	5507
724	14468	5487
725	14488	5468
726	14508	5448
727	14528	5428
728	14547	5407
729	14566	5387
730	14586	5367
731	14606	5347
732	14627	5328
733	14646	5307
734	14667	5288
735	14687	5268
736	14707	5248
737	14725	5227
738	14745	5207
739	14764	5187
740	14784	5167
741	14803	5147
742	14823	5127
743	14843	5107
744	14863	5087
745	14882	5067
746	14901	5046
747	14921	5026
748	14942	5007
749	14961	4987
750	14981	4967
751	15001	4947
752	15021	4927
753	15041	4907
754	15061	4887
755	15082	4867
756	15102	4848
757	15124	4828
758	15141	4807
759	15161	4787
760	15182	4768
761	15201	4748
762	15221	4727
763	15240	4707
764	15260	4687
765	15280	4667
766	15299	4647
767	15319	4627
768	15339	4607
769	15359	4587
770	15378	4567
771	15398	4547
772	15418	4527
773	15435	4507
774	15454	4486
775	15473	4466
776	15493	4446
777	15513	4426
778	15533	4406
779	15553	4386
780	15574	4367
781	15593	4347
782	15614	4327
783	15636	4308
784	15656	4288
785	15676	4268
786	15696	4248
787	15715	4228
788	15735	4208
789	15755	4188
790	15775	4168
791	15795	4148
792	15815	4128
793	15834	4108
794	15854	4088
795	15873	4068
796	15892	4048
797	15912	4028
798	15933	4008
799	15953	3988
800	15971	3968
801	15991	3948
802	16011	3928
803	16031	3908
804	16050	3888
805	16071	3868
806	16091	3848
807	16112	3828
808	16134	3809
809	16153	3789
810	16171	3768
811	16193	3749
812	16213	3729
813	16233	3709
814	16254	3689
815	16274	3669
816	16294	3649
817	16314	3629
818	16333	3609
819	16353	3589
820	16373	3569
821	16392	3549
822	16410	3529
823	16430	3509
824	16450	3489
825	16469	3469
826	16489	3449
827	16509	3429
828	16528	3409
829	16548	3389
830	16568	3369
831	16588	3349
832	16608	3329
833	16633	3310
834	16654	3290
835	16673	3270
836	16693	3250
837	16715	3231
838	16734	3211
839	16753	3191
840	16773	3171
841	16793	3151
842	16812	3131
843	16828	3110
844	16847	3090
845	16866	3070
846	16885	3050
847	16905	3030
848	16925	3010
849	16945	2990
850	16965	2970
851	16985	2950
852	17004	2930
853	17023	2910
854	17042	2890
855	17063	2870
856	17083	2850
857	17103	2830
858	17123	2810
859	17142	2790
860	17161	2770
861	17181	2750
862	17202	2730
863	17221	2710
864	17241	2690
865	17260	2670
866	17280	2650
867	17301	2631
868	17321	2611
869	17340	2591
870	17358	2570
871	17377	2550
872	17396	2530
873	17415	2510
874	17435	2490
875	17455	2470
876	17474	2450
877	17493	2430
878	17513	2410
879	17532	2390
880	17553	2371
881	17573	2351
882	17591	2330
883	17611	2311
884	17626	2290
885	17645	2270
886	17665	2250
887	17685	2230
888	17707	2210
889	17726	2190
890	17745	2170
891	17765	2150
892	17784	2131
893	17804	2111
894	17823	2091
895	17844	2071
896	17863	2051
897	17883	2031
898	17903	2011
899	17922	1991
900	17941	1971
901	17962	1951
902	17979	1931
903	17995	1911
904	18014	1891
905	18034	1871
906	18054	1851
907	18073	1831
908	18092	1811
909	18112	1791
910	18131	1771
911	18152	1751
912	18170	1731
913	18189	1711
914	18210	1691
915	18229	1671
916	18250	1651
917	18269	1631
918	18290	1612
919	18309	1592
920	18328	1572
921	18347	1552
922	18367	1532
923	18386	1512
924	18406	1492
925	18426	1472
926	18445	1452
927	18465	1432
928	18484	1412
929	18504	1392
930	18521	1372
931	18542	1352
932	18561	1332
933	18581	1313
934	18600	1293
935	18620	1273
936	18639	1253
937	18659	1233
938	18677	1213
939	18697	1193
940	18716	1173
941	18735	1153
942	18755	1133
943	18774	1113
944	18794	1093
945	18813	1073
946	18832	1053
947	18850	1033
948	18870	1014
949	18889	994
950	18909	974
951	18928	954
952	18948	934
953	18968	914
954	18987	894
955	19006	874
956	19026	854
957	19046	835
958	19066	815
959	19087	795
960	19107	775
961	19128	755
962	19147	735
963	19167	715
964	19187	695
965	19207	676
966	19226	656
967	19248	636
968	19267	616
969	19287	596
970	19307	576
971	19324	556
972	19344	536
973	19364	516
974	19383	497
975	19402	477
976	19421	457
977	19441	437
978	19460	417
979	19480	397
980	19500	377
981	19520	357
982	19541	337
983	19560	318
984	19580	298
985	19602	278
986	19621	258
987	19641	238
988	19662	218
989	19681	198
990	19701	178
991	19720	159
992	19740	139
993	19760	119
994	19782	99
995	19802	79
996	19821	59
997	19841	39
998	19861	19
999	19880	0
