iter	Logloss
240	0.4548158444
241	0.4547484987
242	0.4546673116
243	0.4546020036
244	0.4545394354
245	0.4544761369
246	0.4544317295
247	0.4543808595
248	0.454326204
249	0.4542628282
250	0.4542042717
251	0.4541381281
252	0.4540852146
253	0.4540105566
254	0.453957497
255	0.4539183572
256	0.4538309466
257	0.4537749182
258	0.4537209588
259	0.4536617517
260	0.4535940445
261	0.4535363153
262	0.453483313
263	0.4534086519
264	0.4533654538
265	0.4533134995
266	0.4532350666
267	0.4531765619
268	0.4531043934
269	0.4530496682
270	0.4529901624
271	0.4529306534
272	0.4528741367
273	0.452828915
274	0.4527824937
275	0.4527464017
276	0.4526812797
277	0.4525985047
278	0.4525473549
279	0.452495219
280	0.4524304941
281	0.4523887432
282	0.4523506345
283	0.4523078194
284	0.4522713824
285	0.4522076317
286	0.4521723326
287	0.4521131616
288	0.4520547736
289	0.4520025901
290	0.4519453041
291	0.4519002076
292	0.4518377578
293	0.4517661013
294	0.4517291018
295	0.4516571466
296	0.4515810104
297	0.4515334002
298	0.4515032426
299	0.451452241
300	0.4514005918
301	0.4513609626
302	0.4513064454
303	0.4512548244
304	0.4511968524
305	0.4511487246
306	0.4510997901
307	0.4510316438
308	0.4509643171
309	0.450898211
310	0.4508503561
311	0.4507953846
312	0.4507650641
313	0.4507026134
314	0.450649126
315	0.450610251
316	0.4505239878
317	0.4504642335
318	0.4504217071
319	0.4503643179
320	0.4502934918
321	0.4502355394
322	0.4501789784
323	0.4501252541
324	0.450060633
325	0.4499958833
326	0.4499486833
327	0.4498853706
328	0.4498321399
329	0.4497949112
330	0.4497363282
331	0.4496875739
332	0.4496138285
333	0.4495743321
334	0.4495305331
335	0.4494834717
336	0.4494371883
337	0.4494027038
338	0.4493517976
339	0.4493044137
340	0.4492665427
341	0.4492369039
342	0.4491966806
343	0.4491579507
344	0.4490939279
345	0.4490587353
346	0.4490048354
347	0.4489588976
348	0.448923151
349	0.4488694683
350	0.4488457641
351	0.4488021832
352	0.448759909
353	0.4487072663
354	0.4486586609
355	0.4486250078
356	0.4485612115
357	0.4485139735
358	0.448468942
359	0.4484209858
360	0.4483698063
361	0.4483167969
362	0.4482740117
363	0.448211933
364	0.4481632688
365	0.4481307886
366	0.4480888263
367	0.4480245431
368	0.4479893708
369	0.4479426473
370	0.4479043204
371	0.4478601934
372	0.447787451
373	0.4477367656
374	0.4476829136
375	0.4476357746
376	0.4475861802
377	0.4475371188
378	0.44746577
379	0.4474482232
380	0.4474049019
381	0.4473610697
382	0.4473235223
383	0.4472613192
384	0.447224059
385	0.4471639125
386	0.4471200064
387	0.4470794549
388	0.4470463097
389	0.4470088437
390	0.4469725906
391	0.4469079617
392	0.446862577
393	0.4468173247
394	0.4467862263
395	0.4467558418
396	0.4467056861
397	0.4466519012
398	0.446605503
399	0.4465644857
400	0.4465118966
401	0.4464853171
402	0.4464379688
403	0.4464089937
404	0.4463667626
405	0.4463183403
406	0.4462528559
407	0.446205055
408	0.4461775567
409	0.4461298385
410	0.4460833073
411	0.4460363742
412	0.4459947684
413	0.445953709
414	0.4458959858
415	0.4458646253
416	0.4458325609
417	0.4458094414
418	0.4457665398
419	0.44572071
420	0.4456694144
421	0.4456317201
422	0.4455830295
423	0.4455473261
424	0.4454940332
425	0.4454344333
426	0.4453903818
427	0.445356742
428	0.4453262028
429	0.4452828029
430	0.4452522235
431	0.4452193312
432	0.4451871914
433	0.4451302019
434	0.4450888868
435	0.4450588467
436	0.4450054056
437	0.4449546801
438	0.4449150042
439	0.4448765417
440	0.4448290705
441	0.4447994465
442	0.4447428555
443	0.4447089688
444	0.4446569636
445	0.4446131066
446	0.4445610524
447	0.4445024217
448	0.4444568116
449	0.4444136862
450	0.4443611508
451	0.444314939
452	0.4442640221
453	0.4442157008
454	0.4441665511
455	0.4441398097
456	0.4440999387
457	0.4440552763
458	0.444005374
459	0.4439635274
460	0.4439269772
461	0.4438876701
462	0.4438499775
463	0.4438039125
464	0.4437658658
465	0.4437359018
466	0.4436967779
467	0.4436487791
468	0.4436232281
469	0.4435785581
470	0.443543637
471	0.4435067742
472	0.4434634952
473	0.4434287605
474	0.443372287
475	0.4433317193
476	0.4433009118
477	0.4432548643
478	0.4432123245
479	0.4431625135
480	0.4431166349
481	0.4430848461
482	0.4430379184
483	0.442987611
484	0.4429365894
485	0.4429033803
486	0.4428682976
487	0.4428225314
488	0.4427951724
489	0.4427371388
490	0.4426846784
491	0.4426259663
492	0.4425808485
493	0.4425493219
494	0.4425151786
495	0.4424737813
496	0.4424118521
497	0.442374668
498	0.4423431497
499	0.4423041282
500	0.4422618494
501	0.4422330903
502	0.4421809302
503	0.4421392292
504	0.442092619
505	0.4420480539
506	0.4420146272
507	0.4419861826
508	0.4419583006
509	0.4419120692
510	0.4418694222
511	0.4418321432
512	0.4417868034
513	0.4417422795
514	0.4417079347
515	0.4416691915
516	0.441638761
517	0.4415964567
518	0.4415613247
519	0.4415062337
520	0.4414736936
521	0.4414394953
522	0.4414001243
523	0.4413652088
524	0.4413200486
525	0.4412863848
526	0.4412466956
527	0.4412076434
528	0.4411725745
529	0.441128678
530	0.4410963821
531	0.4410670912
532	0.4410278945
533	0.4409785433
534	0.4409437389
535	0.4409096889
536	0.4408779937
537	0.4408342362
538	0.4407927432
539	0.44076048
540	0.4407095584
541	0.4406655831
542	0.4406170545
543	0.4405844389
544	0.4405543952
545	0.4404990801
546	0.4404427254
547	0.4404032529
548	0.4403772461
549	0.4403446884
550	0.440329623
551	0.4402802619
552	0.4402572157
553	0.4402216419
554	0.4401799143
555	0.4401510468
556	0.4401124169
557	0.4400691293
558	0.4400388288
559	0.4400146157
560	0.4399759089
561	0.4399305148
562	0.439904065
563	0.4398776243
564	0.4398535986
565	0.4398253299
566	0.4397841455
567	0.4397498789
568	0.4396972793
569	0.4396686879
570	0.4396369512
571	0.4396071892
572	0.4395603374
573	0.4395170186
574	0.4394834587
575	0.4394557912
576	0.4394334409
577	0.4393979593
578	0.439375288
579	0.4393505538
580	0.439313639
581	0.4392809076
582	0.4392225162
583	0.4391992206
584	0.4391614432
585	0.4391303576
586	0.4391073562
587	0.4390772439
588	0.4390507494
589	0.4389986043
590	0.4389502981
591	0.4389113546
592	0.4388893708
593	0.4388313024
594	0.4387967256
595	0.4387528324
596	0.4387067747
597	0.4386718887
598	0.4386399854
599	0.438598272
600	0.4385492318
601	0.4385209223
602	0.4384819639
603	0.4384504954
604	0.4384257047
605	0.4383923077
606	0.4383758604
607	0.4383317268
608	0.4382922511
609	0.438266408
610	0.4382509978
611	0.4382189346
612	0.4381925321
613	0.4381598609
614	0.4381196419
615	0.4380845759
616	0.4380552052
617	0.438030499
618	0.4379977557
619	0.4379508019
620	0.4379167237
621	0.4378815935
622	0.4378509715
623	0.4378173751
624	0.4377848861
625	0.4377408374
626	0.4377029076
627	0.4376734684
628	0.4376340842
629	0.4375910965
630	0.4375489172
631	0.4375012836
632	0.4374737255
633	0.437442624
634	0.4374162353
635	0.4373850285
636	0.4373570465
637	0.4373319028
638	0.4373185046
639	0.4372877907
640	0.4372291599
641	0.4372031657
642	0.4371322684
643	0.4370863188
644	0.4370675696
645	0.4370325724
646	0.4370025657
647	0.4369764263
648	0.4369199987
649	0.4368923656
650	0.4368546576
651	0.4368303612
652	0.4367840834
653	0.4367465468
654	0.4367112987
655	0.4366861968
656	0.4366415006
657	0.4366003868
658	0.4365689592
659	0.4365273259
660	0.4364856374
661	0.4364466972
662	0.4364037186
663	0.4363682963
664	0.4363505226
665	0.4363105137
666	0.436274393
667	0.4362430255
668	0.436212994
669	0.4361754242
670	0.4361464247
671	0.4361081405
672	0.43607091
673	0.4360325886
674	0.4359989253
675	0.4359655317
676	0.4359342075
677	0.4359052323
678	0.4358865572
679	0.4358407412
680	0.4357916931
681	0.4357640339
682	0.4357241958
683	0.4356872088
684	0.4356493663
685	0.4356228702
686	0.4356031945
687	0.4355685671
688	0.4355343505
689	0.4355077941
690	0.4354774131
691	0.435445166
692	0.4354215204
693	0.4353922143
694	0.4353547706
695	0.4353181334
696	0.4352873322
697	0.4352488261
698	0.4352077174
699	0.4351697248
700	0.4351415799
701	0.4351125524
702	0.4350736786
703	0.435026473
704	0.4349992757
705	0.434962888
706	0.4349229723
707	0.4348865701
708	0.4348609054
709	0.4348244264
710	0.4347938208
711	0.4347650668
712	0.4347214272
713	0.4346862195
714	0.4346461466
715	0.4345980668
716	0.4345629441
717	0.434529942
718	0.4345010373
719	0.4344650595
720	0.4344339687
721	0.4343963105
722	0.4343447194
723	0.4343164731
724	0.4342848565
725	0.4342504582
726	0.4342067417
727	0.4341585008
728	0.4341278743
729	0.4341096302
730	0.434078978
731	0.4340482797
732	0.4340150362
733	0.4339957311
734	0.4339574457
735	0.4339249326
736	0.4338960603
737	0.4338621144
738	0.4338294296
739	0.433793823
740	0.4337767708
741	0.433742308
742	0.4337106309
743	0.4336898745
744	0.4336615657
745	0.4336253776
746	0.4335913025
747	0.4335731408
748	0.433545103
749	0.4335069791
750	0.433478298
751	0.4334525309
752	0.4334077209
753	0.433373873
754	0.4333519524
755	0.4333126475
756	0.433269636
757	0.4332438931
758	0.4332098785
759	0.4331755892
760	0.4331398139
761	0.433101395
762	0.4330800456
763	0.4330615236
764	0.433019302
765	0.4329951287
766	0.4329505085
767	0.4329237928
768	0.4329002907
769	0.4328723055
770	0.4328478074
771	0.4328169325
772	0.4327946481
773	0.4327599538
774	0.4327224701
775	0.4326762126
776	0.43263136
777	0.4326036105
778	0.4325811966
779	0.4325495591
780	0.4325152047
781	0.4324557226
782	0.4324209699
783	0.4323962142
784	0.4323652794
785	0.4323267004
786	0.4323090896
787	0.43228538
788	0.4322478176
789	0.4322181964
790	0.4321850881
791	0.4321444208
792	0.4321058414
793	0.4320741674
794	0.4320530283
795	0.4320294952
796	0.431987134
797	0.4319654835
798	0.431932555
799	0.4319010157
800	0.4318738472
801	0.4318506749
802	0.4318140563
803	0.4317862187
804	0.4317475967
805	0.4317183917
806	0.4316884053
807	0.4316554036
808	0.431620822
809	0.4315878899
810	0.4315531849
811	0.4315223752
812	0.4314949559
813	0.4314558282
814	0.4314406769
815	0.4314081193
816	0.4313699367
817	0.4313342765
818	0.4313010809
819	0.4312602651
820	0.4312303672
821	0.4312045652
822	0.4311777102
823	0.4311528742
824	0.4311213826
825	0.4310883526
826	0.4310554392
827	0.4310334802
828	0.430996773
829	0.4309513816
830	0.430920849
831	0.43087904
832	0.430835859
833	0.430806672
834	0.4307609883
835	0.4307205265
836	0.4306905221
837	0.4306577085
838	0.4306296445
839	0.4305913629
840	0.4305449105
841	0.4305034552
842	0.4304655186
843	0.4304365049
844	0.4304135711
845	0.4303876435
846	0.4303492085
847	0.4303265728
848	0.4302757229
849	0.4302484665
850	0.4302144192
851	0.4301837956
852	0.430155307
853	0.4301238083
854	0.4301016484
855	0.4300820321
856	0.4300647857
857	0.4300239267
858	0.4300000485
859	0.4299735142
860	0.4299402727
861	0.4298960994
862	0.4298813501
863	0.4298305545
864	0.4297915169
865	0.4297641119
866	0.4297346759
867	0.4296914618
868	0.4296686078
869	0.4296407452
870	0.4295953336
871	0.4295646257
872	0.4295466033
873	0.4295138274
874	0.4294851066
875	0.4294396586
876	0.4294290915
877	0.4293979294
878	0.4293598248
879	0.4293316648
880	0.4292877967
881	0.4292600286
882	0.4292376682
883	0.4292089494
884	0.4291825802
885	0.4291458452
886	0.4291263985
887	0.4291021605
888	0.4290632502
889	0.4290318463
890	0.4289951326
891	0.4289564841
892	0.4289331296
893	0.428907921
894	0.4288762114
895	0.4288398487
896	0.4288026187
897	0.4287654259
898	0.4287413956
899	0.4287125649
900	0.4286755413
901	0.4286347601
902	0.4286151255
903	0.4285732502
904	0.4285465814
905	0.4285045729
906	0.4284691353
907	0.4284323049
908	0.4283935184
909	0.4283614936
910	0.4283278064
911	0.428307727
912	0.4282686964
913	0.4282288535
914	0.4281877776
915	0.4281607005
916	0.428124931
917	0.4280816562
918	0.4280440804
919	0.4280175197
920	0.4279790709
921	0.4279469212
922	0.4279226227
923	0.4278890643
924	0.427858915
925	0.427839737
926	0.4278076403
927	0.4277750294
928	0.4277574813
929	0.4277284112
930	0.4276958703
931	0.4276748857
932	0.4276404183
933	0.4276139278
934	0.4275844287
935	0.4275494406
936	0.4275291721
937	0.4274978874
938	0.4274795752
939	0.4274508773
940	0.4274083538
941	0.4273872587
942	0.427358782
943	0.4273269169
944	0.4273082534
945	0.4272522279
946	0.4272192836
947	0.4271915171
948	0.4271523308
949	0.4271325939
950	0.4271072911
951	0.4270830873
952	0.4270336354
953	0.427013583
954	0.4269740998
955	0.4269373837
956	0.4269038304
957	0.4268776031
958	0.4268470682
959	0.4268221414
960	0.4267812738
961	0.4267615915
962	0.4267461016
963	0.4267203445
964	0.4266882704
965	0.4266574644
966	0.4266289786
967	0.4265986117
968	0.4265733735
969	0.4265470573
970	0.4265330274
971	0.4265043951
972	0.4264672897
973	0.4264407738
974	0.4263888083
975	0.4263685575
976	0.4263367389
977	0.4262882437
978	0.426262226
979	0.4262230914
980	0.4262023664
981	0.4261679094
982	0.4261507127
983	0.4261229614
984	0.4260905963
985	0.4260571613
986	0.4260300172
987	0.4259963886
988	0.4259798475
989	0.4259426996
990	0.4259058434
991	0.4258796014
992	0.4258578829
993	0.4258299037
994	0.4258102642
995	0.4257824723
996	0.4257408356
997	0.425702653
998	0.4256827525
999	0.425653942
